row_id,data_type,system,subsystem,item_id,name,rarity,level,star,awakening,cost,currency,quantity,limit,unlock_condition,effect_type,effect_value,effect_unit,damage_bucket,debuff_type,applies_to,consumed_by,source_kind,confidence,extraction_method,damage_relevance,long_term_value,recommended_disposition,ignore_for_dps,needs_review,notes,source_file,page_or_image,section,original_source_file,metadata
src_258c2e92d114f996,item,resources,selectors,selectors_excellent_selector,Excellent Selector,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_d75440ddb31387aa,item_value,resources,selectors,selectors_excellent_selector,Approximate gem value: Excellent Selector,,,,,,,,,,gem_equivalent,200,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_428c8078b77fe549,item,resources,cores,cores_relic_core_choice,Relic Core Choice,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_dae661cfe69868a0,item_value,resources,cores,cores_relic_core_choice,Approximate gem value: Relic Core Choice,,,,,,,,,,gem_equivalent,15000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_6c2dd88e9b68dc3f,item,resources,cores,cores_relic_core,Relic Core,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_be2c386c11b81c5e,item_value,resources,cores,cores_relic_core,Approximate gem value: Relic Core,,,,,,,,,,gem_equivalent,15000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_e84620fc71bece71,item,resources,cores,cores_10x_eternal,10x Eternal,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_f4b87a8469126825,item_value,resources,cores,cores_10x_eternal,Approximate gem value: 10x Eternal,,,,,,,,,,gem_equivalent,3000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_8994b12a5ca7a365,item,resources,cores,cores_10x_void,10x Void,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_a55a13af31b93808,item_value,resources,cores,cores_10x_void,Approximate gem value: 10x Void,,,,,,,,,,gem_equivalent,3000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_32adf8e69997fec9,item,resources,cores,cores_10x_chaos,10x Chaos,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_7778cbe77314ee79,item_value,resources,cores,cores_10x_chaos,Approximate gem value: 10x Chaos,,,,,,,,,,gem_equivalent,1500,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_c97edfb07705cdf3,item,resources,tech_parts,tech_parts_resonance_chip_choice,Resonance Chip Choice,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_f09a0b7597dc5382,item_value,resources,tech_parts,tech_parts_resonance_chip_choice,Approximate gem value: Resonance Chip Choice,,,,,,,,,,gem_equivalent,10000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_d5d27fb6da377121,item,resources,tech_parts,tech_parts_resonance_chip,Resonance Chip,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_1b5558222ad39415,item_value,resources,tech_parts,tech_parts_resonance_chip,Approximate gem value: Resonance Chip,,,,,,,,,,gem_equivalent,10000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_939e2bfd971bcc7f,item,resources,tech_parts,tech_parts_epic_choice,Epic Choice,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_6a58b34ad2b77153,item_value,resources,tech_parts,tech_parts_epic_choice,Approximate gem value: Epic Choice,,,,,,,,,,gem_equivalent,5000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_f5adf93b926147df,item,resources,tech_parts,tech_parts_random_epic_part,Random Epic Part,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_4967a8d578c1ec03,item_value,resources,tech_parts,tech_parts_random_epic_part,Approximate gem value: Random Epic Part,,,,,,,,,,gem_equivalent,2000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_7bc681d2f54f1d15,item,resources,collectibles,collectibles_legendary_selector,Legendary Selector,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_5263b0ce087d863d,item_value,resources,collectibles,collectibles_legendary_selector,Approximate gem value: Legendary Selector,,,,,,,,,,gem_equivalent,12500,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_2ef8415d7308b1ca,item,resources,collectibles,collectibles_epic_selector,Epic Selector,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_54bccc82b1e93793,item_value,resources,collectibles,collectibles_epic_selector,Approximate gem value: Epic Selector,,,,,,,,,,gem_equivalent,3000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_51236be8d2c6e366,item,resources,collectibles,collectibles_random_epic,Random Epic,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_acfe399b847798c7,item_value,resources,collectibles,collectibles_random_epic,Approximate gem value: Random Epic,,,,,,,,,,gem_equivalent,1500,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_75d26bded3fc8537,item,resources,collectibles,collectibles_full_event_collectible_6x,Full Event Collectible (6x),,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_54d762f6f40866e6,item_value,resources,collectibles,collectibles_full_event_collectible_6x,Approximate gem value: Full Event Collectible (6x),,,,,,,,,,gem_equivalent,6000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_2d404dc0b8612f50,item,resources,collectibles,collectibles_excellent_selector,Excellent Selector,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_581972f190e7c6d0,item_value,resources,collectibles,collectibles_excellent_selector,Approximate gem value: Excellent Selector,,,,,,,,,,gem_equivalent,400,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_81d8fbfb3bb049bc,item,resources,collectibles,collectibles_random_excellent,Random Excellent,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_ac760144a8255a09,item_value,resources,collectibles,collectibles_random_excellent,Approximate gem value: Random Excellent,,,,,,,,,,gem_equivalent,200,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_611b883274b04c54,item,resources,pets,pets_pet_crystal_choice,Pet Crystal Choice,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_d775e3a2f49b72e6,item_value,resources,pets,pets_pet_crystal_choice,Approximate gem value: Pet Crystal Choice,,,,,,,,,,gem_equivalent,8000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_2d10f853ad66955f,item,resources,pets,pets_awakening_crystal,Awakening Crystal,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_11f2ac54872489c1,item_value,resources,pets,pets_awakening_crystal,Approximate gem value: Awakening Crystal,,,,,,,,,,gem_equivalent,300,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_8b96fb21ca509ea6,item,resources,pets,pets_epic_pet_selector,Epic Pet Selector,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_5e0f24c8920e3196,item_value,resources,pets,pets_epic_pet_selector,Approximate gem value: Epic Pet Selector,,,,,,,,,,gem_equivalent,4000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_fc7b8db2ccffb5af,item,resources,pets,pets_random_epic_pet,Random Epic Pet,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_22abe8d0bd5bd583,item_value,resources,pets,pets_random_epic_pet,Approximate gem value: Random Epic Pet,,,,,,,,,,gem_equivalent,2000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_ae9131f9eeb69161,item,resources,pets,pets_excellent_pet_selector,Excellent Pet Selector,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_d6c4791cf12128af,item_value,resources,pets,pets_excellent_pet_selector,Approximate gem value: Excellent Pet Selector,,,,,,,,,,gem_equivalent,500,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_1f632db1a9ed0781,item,resources,pets,pets_choice_epic_pet_toy,Choice Epic Pet Toy,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_cc17a9be9ced0281,item_value,resources,pets,pets_choice_epic_pet_toy,Approximate gem value: Choice Epic Pet Toy,,,,,,,,,,gem_equivalent,250,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_d34b3510cb74e613,item,resources,pets,pets_random_epic_pet_toy,Random Epic Pet Toy,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_0fec1f4e7b985c67,item_value,resources,pets,pets_random_epic_pet_toy,Approximate gem value: Random Epic Pet Toy,,,,,,,,,,gem_equivalent,150,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_7f25009123338dc4,item,resources,survivors,survivors_awakening_core_choice,Awakening Core Choice,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_5cf620f3154e71c8,item_value,resources,survivors,survivors_awakening_core_choice,Approximate gem value: Awakening Core Choice,,,,,,,,,,gem_equivalent,9000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_4222954cbc644ea5,item,resources,survivors,survivors_awakening_core,Awakening Core,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_fcd947dd8b99b8f8,item_value,resources,survivors,survivors_awakening_core,Approximate gem value: Awakening Core,,,,,,,,,,gem_equivalent,6000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_9376eec5f3486291,item,resources,survivors,survivors_survivor_outfit,Survivor Outfit,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_a95e701dfb134f2a,item_value,resources,survivors,survivors_survivor_outfit,Approximate gem value: Survivor Outfit,,,,,,,,,,gem_equivalent,3000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_b303e23f4b3dbeca,item,resources,survivors,survivors_yang_metallia_shard,Yang/Metallia Shard,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_ef83a4fcce669d32,item_value,resources,survivors,survivors_yang_metallia_shard,Approximate gem value: Yang/Metallia Shard,,,,,,,,,,gem_equivalent,300,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_891fada2dc978a8f,item,resources,survivors,survivors_survivor_shard,Survivor Shard,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_1445aa92a71ded56,item_value,resources,survivors,survivors_survivor_shard,Approximate gem value: Survivor Shard,,,,,,,,,,gem_equivalent,100,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_20689e98fa8b42c7,item,resources,survivors,survivors_reset_vial,Reset Vial,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_fbee0dc13ca14468,item_value,resources,survivors,survivors_reset_vial,Approximate gem value: Reset Vial,,,,,,,,,,gem_equivalent,10000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_ea28acefdec43a33,item,resources,survivors,survivors_1000x_essence,1000x Essence,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_e3aaca30c6d3822c,item_value,resources,survivors,survivors_1000x_essence,Approximate gem value: 1000x Essence,,,,,,,,,,gem_equivalent,200,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_d6f22ac32500c6f5,item,resources,keys,keys_s_key,S Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_8cf46d18d5f93b92,item_value,resources,keys,keys_s_key,Approximate gem value: S Key,,,,,,,,,,gem_equivalent,200,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_3cb0f02d76655c2c,item,resources,keys,keys_collectible_key,Collectible Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_4f89abdcd923815d,item_value,resources,keys,keys_collectible_key,Approximate gem value: Collectible Key,,,,,,,,,,gem_equivalent,150,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_910b0110b5d62ea7,item,resources,keys,keys_tech_part_key,Tech Part Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_34ae3042ae704556,item_value,resources,keys,keys_tech_part_key,Approximate gem value: Tech Part Key,,,,,,,,,,gem_equivalent,150,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_c32f9c0d4a9ebe26,item,resources,keys,keys_edf_key,EDF Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_ab0b87f8e64780d2,item_value,resources,keys,keys_edf_key,Approximate gem value: EDF Key,,,,,,,,,,gem_equivalent,100,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_9cd4435b32ac515d,item,resources,keys,keys_army_crate_key,Army Crate Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_5e0d37290bbd3ed9,item_value,resources,keys,keys_army_crate_key,Approximate gem value: Army Crate Key,,,,,,,,,,gem_equivalent,40,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_2ba559a6cbf8746e,item,resources,keys,keys_powerful_pet_key,Powerful Pet Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_95aaa5fbea973da3,item_value,resources,keys,keys_powerful_pet_key,Approximate gem value: Powerful Pet Key,,,,,,,,,,gem_equivalent,100,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_4f9bf528d0b9fd26,item,resources,keys,keys_normal_pet_key,Normal Pet Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
